root_label,display,system_key,horizon,candidate_system_iqm,dense_system_iqm,ratio_to_dense,log10_ratio_to_dense
sparse_mlp,Sparse MLP,dysts:Dadras,1500,0.1898326937641416,0.2184133891548429,0.8691440323265202,-0.060908247416326076
sparse_mlp,Sparse MLP,dysts:DequanLi,1500,0.029629644006490655,0.039100420262132306,0.7577832618639693,-0.12045499177730681
sparse_mlp,Sparse MLP,dysts:Hadley,1500,0.022012276042784933,0.0251167352710451,0.8763987757660914,-0.05729823777313332
sparse_mlp,Sparse MLP,dysts:LuChenCheng,1500,0.008861668740532172,0.02337314614227837,0.3791388924105,-0.4212016629676468
sparse_mlp,Sparse MLP,dysts:QiChen,1500,0.019695875101855755,0.12993775308132166,0.15157931113006912,-0.8193600709678164
sparse_mlp,Sparse MLP,dysts:Sakarya,1500,0.059276910764830396,0.27979411291224615,0.21185903501630088,-0.673953010190001
sparse_mlp,Sparse MLP,dysts:SanUmSrisuchinwong,1500,0.03509750616337566,0.04763759672641749,0.7367606381350529,-0.1326735846263288
sparse_mlp,Sparse MLP,dysts:ShimizuMorioka,1500,0.0077928574090557,0.013914762064814514,0.560042447923782,-0.25177905477876267
sparse_mlp,Sparse MLP,dysts:WangSun,1500,0.24229123975549424,0.40745570404188974,0.5946443683374837,-0.2257426898077306
sparse_mlp,Sparse MLP,dysts:Chua,2000,0.014070956701678813,0.029301408944385342,0.48021433810182196,-0.3185648770454639
sparse_mlp,Sparse MLP,dysts:Dadras,2000,0.3094718839441027,0.42989498376846313,0.7198778669880478,-0.1427411788359085
sparse_mlp,Sparse MLP,dysts:DequanLi,2000,0.053391011697905374,0.0725512163979666,0.7359078778919241,-0.1331765479277649
sparse_mlp,Sparse MLP,dysts:Hadley,2000,0.03961245901882643,0.04259937389620707,0.9298835967716749,-0.03157141321353365
sparse_mlp,Sparse MLP,dysts:LuChenCheng,2000,0.015791591389902958,0.04089453310838763,0.38615409419270375,-0.4132393562007929
