root_label,display,system_key,horizon,n_seeds,mse_iqm,mse_log10_iqm,mse_median,mse_q25,mse_q75,full_finite_iqm,full_finite_min
lista_bd,LISTA-BD,dysts:SanUmSrisuchinwong,5000,15,0.7294712747846331,-0.15782586322515363,0.7275091409683228,0.4268375933170318,1.0519746840000153,1.0,1.0
lista_bd,LISTA-BD,dysts:ShimizuMorioka,5000,15,0.3587568998336792,-0.4723521665757508,0.297002762556076,0.21568031609058375,0.6431302726268768,1.0,1.0
lista_bd,LISTA-BD,dysts:WangSun,5000,15,2.66519934790475,0.4231577612162572,2.631514310836792,2.2234091758728027,3.020766258239746,1.0,1.0
lista_sb,LISTA-SB,dysts:Chua,100,15,0.00012062261625287819,-3.9224092534924173,0.000118873125757,9.53475755522959e-05,0.00016382509784300002,1.0,1.0
lista_sb,LISTA-SB,dysts:Dadras,100,15,0.0004267396496808143,-3.4057036864999155,0.0003266161947976,0.0002298228355357,0.0012690067524090002,1.0,1.0
lista_sb,LISTA-SB,dysts:DequanLi,100,15,0.0003453315127573857,-3.464651441319919,0.000341736478731,0.00027323723770675,0.00039752689190205,1.0,1.0
lista_sb,LISTA-SB,dysts:Hadley,100,15,0.00023085559119598575,-3.650081935226613,0.0002141803852282,0.0001726392729324,0.00042625480273265003,1.0,1.0
lista_sb,LISTA-SB,dysts:LuChenCheng,100,15,0.00012607244467025604,-3.9069324575285007,0.0001214230869663,9.190224955091253e-05,0.00017372862203045,1.0,1.0
lista_sb,LISTA-SB,dysts:QiChen,100,15,0.0003459569041816428,-3.499286669972586,0.0002618918078951,0.00021313111938065,0.0007460216875188001,1.0,1.0
lista_sb,LISTA-SB,dysts:Sakarya,100,15,0.001134600515277743,-2.9703663291312097,0.0009952223626896,0.0005638336006086,0.00208346714498475,1.0,1.0
lista_sb,LISTA-SB,dysts:SanUmSrisuchinwong,100,15,0.000557091124522043,-3.2995518776832427,0.0004478699993342,0.00032226144685405,0.00216714566340665,1.0,1.0
